genus_species,population_id,acclim_temp,latitude,longitude,genus.x,species.x,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,ref,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,acclim_time_original,acclim_time_units,no_acclimation,genus.y,species.y,phylum.y,class.y,order.y,family.y,life_stage.y,season_inactive,logic_source_for_season_inactive,season_when_away_migratory_only,logic_source_season_when_away,maturity_sex,age_maturity_days,maturity_days_reference,maturity_days2,maturity_days2_reference,lifespan_days,lifespan_days_reference,data_gatherer,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,home_range_size_km2,logic_source_for_home_range_size,migratory,source_logic_for_migration_info,x29,realm,kingdom,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,trophic_position,source_logic_for_trophic_position,x36,x37,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,hot_season_dormancy,source_logic_for_hot_season_dormancy,highland_specialist,pelagic_habitat_for_marine_species,source_logic_for_highland_specialist,notes.y,orig_genus,orig_species,terrestriality_available_for_mammals_only_see_pan_theria_metadata,pantheria05genus,pantheria05species,pantheria93genus,pantheria93species,all_pantheria_synonyms05,pantheria_references,binary_name,try_species_number_for_plants,notes_on_body_size_e_g_type_of_metric
Litoria chloris,Litoria chloris_-17.267,10,-17.267,145.476,Hyla,chloris,"Atherton, Queensland",Aquatic,14,37,tmax,NA,NA,29,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,chloris,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria chloris,Litoria chloris_-17.267,30,-17.267,145.476,Hyla,chloris,"Atherton, Queensland",Aquatic,14,38.3,tmax,NA,NA,29,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,chloris,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-36.692,10,-36.692,145.887,Hyla,ewingi,"Warrenbayne, Victoria",Aquatic,14,33,tmax,NA,NA,6,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-37.133,5,-37.133,142.518,Hyla,ewingi,"Grampians, Victoria",Aquatic,14,30.8,tmax,NA,NA,8,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-37.133,25,-37.133,142.518,Hyla,ewingi,"Grampians, Victoria",Aquatic,14,32.6,tmax,NA,NA,8,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-37.872,10,-37.872,145.245,Hyla,ewingi,"Knox, Victoria",Aquatic,14,31.9,tmax,NA,NA,53,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-37.872,5,-37.872,145.245,Hyla,ewingi,"Knox, Victoria",Aquatic,14,32,tmax,NA,NA,53,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-33.425,5,-33.425,151.342,Hyla,ewingi,"Gosford, New South Wales",Aquatic,14,32.7,tmax,NA,NA,2,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-37.872,20,-37.872,145.245,Hyla,ewingi,"Knox, Victoria",Aquatic,14,34,tmax,NA,NA,53,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-30.514,5,-30.514,151.667,Hyla,ewingi,"Armidale, New South Wales",Aquatic,14,30.7,tmax,NA,NA,8,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria ewingii,Litoria ewingii_-30.514,25,-30.514,151.667,Hyla,ewingi,"Armidale, New South Wales",Aquatic,14,32.8,tmax,NA,NA,8,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,ewingii,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-19.258,10,-19.258,146.818,Hyla,glauerti,"Townsville, Queensland",Aquatic,14,39,tmax,NA,NA,12,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-17.933,10,-17.933,145.924,Hyla,glauerti,"Tully, Queensland",Aquatic,14,37.5,tmax,NA,NA,27,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-19.258,30,-19.258,146.818,Hyla,glauerti,"Townsville, Queensland",Aquatic,14,39.6,tmax,NA,NA,12,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-33.425,5,-33.425,151.342,Hyla,glauerti,"Gosford, New South Wales",Aquatic,14,34.6,tmax,NA,NA,73,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-33.425,10,-33.425,151.342,Hyla,glauerti,"Gosford, New South Wales",Aquatic,14,37.1,tmax,NA,NA,3,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-17.933,30,-17.933,145.924,Hyla,glauerti,"Tully, Queensland",Aquatic,14,41.6,tmax,NA,NA,27,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria fallax,Litoria fallax_-33.425,25,-33.425,151.342,Hyla,glauerti,"Gosford, New South Wales",Aquatic,14,37.5,tmax,NA,NA,73,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,fallax,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria freycineti,Litoria freycineti_-33.425,5,-33.425,151.342,Hyla,freycineti,"Gosford, New South Wales",Aquatic,14,31.3,tmax,NA,NA,2,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,freycineti,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria gracilenta,Litoria gracilenta_-16.92,30,-16.92,145.771,Hyla,gracilenta,"Cairns, Queensland",Aquatic,14,38.3,tmax,NA,NA,2,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,gracilenta,Chordata,Amphibia,Anura,Hylidae,NA,NA,NA,NA,NA,unknown,98,AmphibiaWeb,NA,NA,NA,NA,Micky,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,5,"Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria gracilenta,Litoria gracilenta_-17.267,10,-17.267,145.476,Hyla,gracilenta,"Atherton, Queensland",Aquatic,14,36.6,tmax,NA,NA,32,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,gracilenta,Chordata,Amphibia,Anura,Hylidae,NA,NA,NA,NA,NA,unknown,98,AmphibiaWeb,NA,NA,NA,NA,Micky,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,5,"Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria gracilenta,Litoria gracilenta_-17.267,30,-17.267,145.476,Hyla,gracilenta,"Atherton, Queensland",Aquatic,14,38.3,tmax,NA,NA,32,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,gracilenta,Chordata,Amphibia,Anura,Hylidae,NA,NA,NA,NA,NA,unknown,98,AmphibiaWeb,NA,NA,NA,NA,Micky,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,5,"Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria lesueuri,Litoria lesueuri_-16.92,10,-16.92,145.771,Hyla,lesueuri,"Cairns, Queensland",Aquatic,14,32.7,tmax,NA,NA,10,NA,Loss of righting response,1,NA,NA,NA,NA,NA,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,14,days,NA,Litoria,lesueuri,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
