Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Cyprinidae,Rhinichthys cobitis,Aravaipa Creek Arizona US,32.85,-110.61,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,42.00,0.68,NA,35.3,0.37,13,yes,Freshwater,Bonar et al. 2005,22
Cyprinidae,Rhinichthys cobitis,Aravaipa Creek Arizona US,32.85,-110.61,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,38.00,0.5,NA,36.1,0.37,10,yes,Freshwater,Bonar et al. 2005,22
Cyprinidae,Rhinichthys cobitis,Aravaipa Creek Arizona US,32.85,-110.61,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,42.00,0.68,NA,36.4,1.13,13,yes,Freshwater,Bonar et al. 2005,22
Cyprinidae,Rhinichthys cobitis,Aravaipa Creek Arizona US,32.85,-110.61,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,38.00,0.5,NA,36.8,0.81,10,yes,Freshwater,Bonar et al. 2005,22
Cyprinidae,Rhinichthys cobitis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,35.3,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys cobitis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,36.4,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys cobitis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,36.4,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys cobitis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,36.5,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys cobitis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,36.5,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys cobitis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,36.8,0.88,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys cobitis,Aravaipa Creek Arizona US,32.88,-110.38,Freshwater,experimental,25,14,1,dynamic,death,0.3,NA,42.00,0.68,NA,36.4,NA,13,yes,Freshwater,Widmer et al. 2006,209
Cyprinidae,Rhinichthys cobitis,Aravaipa Creek Arizona US,32.88,-110.38,Freshwater,experimental,30,14,1,dynamic,death,0.3,NA,38.00,0.5,NA,36.8,NA,10,yes,Freshwater,Widmer et al. 2006,209
Cyprinidae,Rhinichthys osculus,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,34.4,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys osculus,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,36.9,1.06,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys osculus,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,35.9,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys osculus,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,37,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys osculus,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,36,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys osculus,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,36.9,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Rhinichthys osculus,Arizona US,34.18,-111.71,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,32.4,1.9,10,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Rhinichthys osculus,Virgin River Utha US,37.2,-113.26,Freshwater,experimental,10,14,NA,dynamic,LOE,0.24,NA,72.17,3.72,NA,30.47,1.6,6,yes,Freshwater,Deacon et al. 1987,56
Cyprinidae,Rhinichthys osculus,Virgin River Utha US,37.2,-113.26,Freshwater,experimental,15,14,NA,dynamic,LOE,0.24,NA,72.17,3.72,NA,32.57,0.46,6,yes,Freshwater,Deacon et al. 1987,56
Cyprinidae,Rhinichthys osculus,Virgin River Utha US,37.2,-113.26,Freshwater,experimental,25,14,NA,dynamic,LOE,0.24,NA,72.17,3.72,NA,36.82,0.63,6,yes,Freshwater,Deacon et al. 1987,56
Cyprinidae,Rhinichthys osculus,Kendall Warm Springs Creek Wyoming US,43.22,-110.02,Freshwater,experimental,24,20,NA,dynamic,LOE,0.45,NA,43.10,NA,NA,34.54,0.71,12,yes,Freshwater,Kaya et al. 1992,100
Cyprinidae,Rhinichthys osculus,Kendall Warm Springs Creek Wyoming US,43.22,-110.02,Freshwater,experimental,27,20,NA,dynamic,LOE,0.45,NA,52.60,NA,NA,34.62,0.67,14,yes,Freshwater,Kaya et al. 1992,100
Cyprinidae,Rhinichthys osculus,Duck Creek Pinedale Wyoming US,42.87,-109.87,Freshwater,experimental,24,20,NA,dynamic,LOE,0.45,NA,48.90,NA,NA,33.86,0.77,13,yes,Freshwater,Kaya et al. 1992,100
Cyprinidae,Rhinichthys osculus,Duck Creek Pinedale Wyoming US,42.87,-109.87,Freshwater,experimental,27,20,NA,dynamic,LOE,0.45,NA,51.10,NA,NA,34.9,0.84,13,yes,Freshwater,Kaya et al. 1992,100
Cyprinidae,Rutilus rutilus,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,15,14,NA,dynamic,LOE,NA,NA,NA,NA,juveniles,32,0.3,NA,yes,Freshwater,Golovanov 2013,78
Cyprinidae,Rutilus rutilus,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,15,14,NA,dynamic,death,NA,NA,NA,NA,juveniles,32.6,0.3,NA,yes,Freshwater,Golovanov 2013,78
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.01,NA,NA,NA,NA,32,NA,NA,yes,Freshwater,Mora & Maya 2006,136
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.0133,NA,NA,NA,NA,32.46,NA,NA,yes,Freshwater,Mora & Maya 2006,136
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.02,NA,NA,NA,NA,32.14,NA,NA,yes,Freshwater,Mora & Maya 2006,136
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,collection,26.1,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,35.9,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,collection,20.8,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,31.8,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,collection,21.5,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,30.2,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Rutilus rutilus,NA,NA,NA,Freshwater,collection,30,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,35.5,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,17,90,NA,static,death,NA,2160,NA,NA,NA,27.97,NA,8,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,20,90,NA,static,death,NA,2160,NA,NA,NA,28.96,NA,8,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,23,90,NA,static,death,NA,2160,NA,NA,NA,29.95,NA,8,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,26,90,NA,static,death,NA,2160,NA,NA,NA,30.98,NA,8,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,30,90,NA,static,death,NA,2160,NA,NA,NA,32.39,NA,5,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,32,90,NA,static,death,NA,2160,NA,NA,NA,33.53,NA,5,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Tarn Hows in Furness Lancashire England,53.64,-2.66,Freshwater,experimental,33,90,NA,static,death,NA,2160,NA,NA,NA,33.59,NA,5,yes,Freshwater,Cocking 1959,44
Cyprinidae,Rutilus rutilus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,20.6,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,33.21,0.7,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,20.81,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,32.2,1.19,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,22.29,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,32.24,1.12,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,23.29,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.01,1.72,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,24.43,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.06,0.39,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,26.94,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.38,0.55,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,22.58,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,33.31,1.79,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,22.66,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,34.79,1.42,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,23.26,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.35,1.39,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,24.27,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,34.02,0.69,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,24.93,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.48,0.25,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,25.61,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.17,0.3,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,25.61,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.35,0.48,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,27.23,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.16,0.58,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,27.71,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.66,1.35,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Rutilus rutilus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,29.7,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.82,0.82,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Poland,52.72,18.54,Freshwater,collection,25.1,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,36.4,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Scardinius erythrophthalmus,Poland,52.72,18.54,Freshwater,collection,21,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,34.8,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Scardinius erythrophthalmus,Poland,52.72,18.54,Freshwater,collection,19,NA,NA,dynamic,death,0.05,NA,NA,NA,NA,34.3,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Scardinius erythrophthalmus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,19.82,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.12,0.69,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,21.01,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.01,0.25,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,22.51,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.73,1.59,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,22.81,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.52,0.16,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,24.12,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.23,0.66,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Slesinskie Lake Poland,52.29,18.24,Freshwater,collection,23.99,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.4,0.28,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,20.03,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.89,0.41,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,23.2,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.42,0.24,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,23.79,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.59,0.45,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,24,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.5,0.36,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,23.98,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,35.83,0.7,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,24.11,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.83,0.85,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,26,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.61,0.8,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,26.51,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,36.55,0.31,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,26.88,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.7,0.44,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Scardinius erythrophthalmus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,27.61,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,38.23,0.35,NA,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,10,NA,NA,static,death,NA,5760,NA,NA,NA,27.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,15,NA,NA,static,death,NA,5760,NA,NA,NA,29.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,31.6,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Missouri US,38.32,-92.54,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,adults,35.7,0.44,9,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,5,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,10,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,adults,24.7,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,10,NA,NA,static,death,NA,NA,NA,NA,adults,27.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,adults,29.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,adults,29.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,adults,30.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,10,NA,NA,static,death,NA,NA,NA,NA,adults,27.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,adults,29,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,adults,30.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,adults,31.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,30,NA,NA,static,death,NA,NA,NA,NA,adults,31.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,7.2,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,32.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Siphateles bicolor,Black Hill region Maryland US,39.19,-77.3,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.3,NA,NA,NA,juveniles,33.2,0.63,10,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.69,-117.62,Freshwater,experimental,18,7,NA,dynamic,LOE,0.14,NA,NA,NA,NA,33.5,NA,10,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.69,-117.62,Freshwater,experimental,24,7,NA,dynamic,LOE,0.14,NA,NA,NA,NA,34.9,NA,10,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.69,-117.62,Freshwater,experimental,30,7,NA,dynamic,LOE,0.14,NA,NA,NA,NA,36.2,NA,10,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.67,-117.64,Freshwater,experimental,18,7,NA,dynamic,LOE,0.14,NA,NA,NA,NA,33.5,NA,5,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.67,-117.64,Freshwater,experimental,24,7,NA,dynamic,LOE,0.14,NA,NA,NA,NA,34.9,NA,5,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.67,-117.64,Freshwater,experimental,30,7,NA,dynamic,LOE,0.14,NA,NA,NA,NA,36.2,NA,5,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Squalius cephalus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,25.7,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,37.9,0.37,17,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Squalius cephalus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,27.3,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,38.1,0.33,9,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Squalius cephalus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,30.8,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,38.8,0.16,9,yes,Freshwater,Horoszewicz 1973,95
Cyprinodontidae,Cyprinodon bovinus,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,41,NA,NA,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,experimental,25,15,NA,dynamic,death,0.5,NA,NA,NA,NA,40.6,0.17,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,experimental,25,15,NA,dynamic,death,0.5,NA,NA,NA,NA,41.3,0.11,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,23.65,NA,NA,dynamic,death,0.5,NA,NA,NA,NA,41.2,0.43,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,7.31,NA,NA,dynamic,death,0.5,NA,NA,NA,NA,36.8,0.05,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,23.65,NA,NA,dynamic,death,0.5,NA,NA,NA,NA,41.5,0.02,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,7.31,NA,NA,dynamic,death,0.5,NA,NA,NA,NA,38.1,0.18,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon dearborni,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,0.17,NA,NA,NA,NA,41.75,NA,NA,yes,Marine,Mora & Maya 2006,136
Cyprinodontidae,Cyprinodon dearborni,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,0.8333,NA,NA,NA,NA,41.11,NA,NA,yes,Marine,Mora & Maya 2006,136
Cyprinodontidae,Cyprinodon dearborni,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,41.18,NA,NA,yes,Marine,Mora & Maya 2006,136
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.2,Marine,experimental,24,67,NA,dynamic,LOE,0.2167,NA,30.00,0.95,NA,40.39,0.26,9,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.2,Marine,experimental,24,67,NA,dynamic,death,0.2167,NA,30.00,0.95,NA,41.92,0.18,8,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.2,Marine,experimental,31,10,NA,dynamic,LOE,0.2167,NA,30.00,0.95,NA,42.86,0.26,11,yes,Marine,Chung 1981,41
