assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
147686729,147129245,Arrhenia discorosea,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,HYGROPHORACEAE,Arrhenia,discorosea,,,,"(Pilát) Zvyagina, Aleks. &amp; Bulyonk.",Vulnerable,C2a(i),3.1,Decreasing,Global
147696943,147135428,Baeospora myriadophylla,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,MARASMIACEAE,Baeospora,myriadophylla,,,,(Peck) Singer,Vulnerable,C2a(i),3.1,Decreasing,Global
147715294,147158431,Catathelasma imperiale,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,TRICHOLOMATACEAE,Catathelasma,imperiale,,,,(P. Karst.) Singer,Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
148048893,147440561,Pseudoplectania melaena,FUNGI,ASCOMYCOTA,PEZIZALES,PEZIZOMYCETES,SARCOSOMATACEAE,Pseudoplectania,melaena,,,,(Fr.) Sacc.,Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
148187575,148187454,Cortinarius pinophilus,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,CORTINARIACEAE,Cortinarius,pinophilus,,,,Soop,Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
153875944,22680247,Spatula clypeata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Spatula,clypeata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
153882797,22680301,Anas acuta,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,acuta,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
154348671,22720560,Haemorhous cassinii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Haemorhous,cassinii,,,,"(Baird, 1854)",Least Concern,,3.1,Decreasing,Global
154440143,22698209,Ardenna grisea,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,grisea,,,,"(Gmelin, 1789)",Near Threatened,A2de+3de+4de,3.1,Decreasing,Global
154513104,22693749,Pluvialis squatarola,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Pluvialis,squatarola,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
155292529,22725044,Acanthis flammea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Acanthis,flammea,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
155416546,22734130,Accipiter striatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Accipiter,striatus,,,,"Vieillot, 1807",Least Concern,,3.1,Increasing,Global
155421727,22694870,Brachyramphus marmoratus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Brachyramphus,marmoratus,,,,"(Gmelin, 1789)",Endangered,A2bce+3bce+4bce,3.1,Decreasing,Global
155437845,22718575,Anthus rubescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Anthus,rubescens,,,,"(Tunstall, 1771)",Least Concern,,3.1,Decreasing,Global
155455470,22729717,Anas crecca,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,crecca,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
155456798,22698350,Phoebastria nigripes,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebastria,nigripes,,,,"(Audubon, 1849)",Near Threatened,A4cd,3.1,Increasing,Global
155457360,22680186,Anas platyrhynchos,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,platyrhynchos,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Global
155469189,22698188,Ardenna carneipes,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,carneipes,,,,"(Gould, 1844)",Near Threatened,A2bcde+3bcde+4bcde,3.1,Decreasing,Global
155477521,22697109,Bubulcus ibis,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Bubulcus,ibis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
155480296,22693427,Calidris alpina,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,alpina,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
155491450,22694787,Chlidonias niger,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Chlidonias,niger,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
155500538,45354964,Falco peregrinus,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,peregrinus,,,,"Tunstall, 1771",Least Concern,,3.1,Stable,Global
155509311,22694524,Hydroprogne caspia,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Hydroprogne,caspia,,,,"(Pallas, 1770)",Least Concern,,3.1,Increasing,Global
155519951,22694938,Pandion haliaetus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,PANDIONIDAE,Pandion,haliaetus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
155522130,103818789,Passer domesticus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERIDAE,Passer,domesticus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
155529922,22693735,Pluvialis fulva,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Pluvialis,fulva,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
155537726,22694623,Sterna hirundo,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Sterna,hirundo,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
155542941,22688504,Tyto alba,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,TYTONIDAE,Tyto,alba,,,,"(Scopoli, 1769)",Least Concern,,3.1,Stable,Global
155576460,22694308,Larus canus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,canus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
155595584,22729877,Larus glaucoides,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,glaucoides,,,,"Meyer, 1822",Least Concern,,3.1,Stable,Global
155596462,62030590,Larus smithsonianus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,smithsonianus,,,,"Coues, 1862",Least Concern,,3.1,Decreasing,Global
155617216,22692479,Rallus limicola,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Rallus,limicola,,,,"Vieillot, 1819",Least Concern,,3.1,Increasing,Global
155630943,22728950,Urile pelagicus,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Urile,pelagicus,,,,"(Pallas, 1811)",Least Concern,,3.1,Decreasing,Global
156923585,2477,Balaenoptera musculus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,"(Linnaeus, 1758)",Endangered,A1abd,3.1,Increasing,Global
159881386,147323011,Hygrophorus calophyllus,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,HYGROPHORACEAE,Hygrophorus,calophyllus,,,,P. Karst.,Endangered,A2c+3c+4c,3.1,Decreasing,Global
160983555,41755,Physeter macrocephalus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,PHYSETERIDAE,Physeter,macrocephalus,,,,"Linnaeus, 1758",Vulnerable,A1d,3.1,Unknown,Global
161242108,167896,Potamogeton alpinus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,alpinus,,,,Balb.,Least Concern,,3.1,Stable,Global
161580271,167857,Equisetum arvense,PLANTAE,TRACHEOPHYTA,EQUISETALES,POLYPODIOPSIDA,EQUISETACEAE,Equisetum,arvense,,,,L.,Least Concern,,3.1,Unknown,Global
