internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
198757,Cyclothone braueri,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,GONOSTOMATIDAE,Cyclothone,braueri,,,,,"Jespersen &amp; Tåning, 1926",
18252619,Cyclothone pallida,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,GONOSTOMATIDAE,Cyclothone,pallida,,,,,"Brauer, 1902",
198716,Tetragonurus cuvieri,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TETRAGONURIDAE,Tetragonurus,cuvieri,,,,,"Risso, 1810",
42830251,Chaenophryne ramifera,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Chaenophryne,ramifera,,,,,"Regan &amp; Trewavas, 1932",
42830260,Dolopichthys allector,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Dolopichthys,allector,,,,,"Garman, 1899",
42830277,Microlophichthys microlophus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Microlophichthys,microlophus,,,,,"(Regan, 1925)",
164446,Najas minor,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Najas,minor,,,,,All.,<p>There are no significant taxonomic issues associated with this name.</p>
6494,Dermochelys coriacea,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,DERMOCHELYIDAE,Dermochelys,coriacea,,,,,"(Vandelli, 1761)",
41267,Ochotona princeps,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,OCHOTONIDAE,Ochotona,princeps,,,,,"(Richardson, 1828)","Recent molecular phylogenetic studies based on allozyme electrophoresis and sequencing of both mitochondrial and nuclear genomes indicated the existence of five phylogenetic lineages within the American Pika (Galbreath <span style=""font-style: italic;"">et al. </span>2009, 2010; Hafner and Sullivan 1995). Correspondingly Hafner and Smith (2010) revised the subspecific taxonomy of the American Pika from 36 (Hall 1981, Smith and Weston 1990) to five subspecies: <br/><ul><li><span style=""font-style: italic;"">Ochotona p. princeps</span> (Richardson, 1828) - Northern Rocky Mountains lineage (includes the former subspecies <span style=""font-style: italic;"">clamosa, cuppes, figginsi, goldmani, howelli, lemhi, levis, lutescens, nevadensis, obscura, princeps, saturatus, saxatilis</span> (part), <span style=""font-style: italic;"">ventorum and wasatchensis</span>);</li><li><span style=""font-style: italic;"">Ochotona p. fenisex</span> Osgood, 1913 - Coast Mountain and Cascade Range lineage (includes former subspecies <span style=""font-style: italic;"">brooksi, brunnescens, fenisex, fumosa</span> and <span style=""font-style: italic;"">littoralis</span>);&#160;<span style=""font-style: italic;""></span></li><li><span style=""font-style: italic;"">Ochotona p. saxatilis</span> Bangs, 1899 - Southern Rocky Mountains lineage (includes former subspecies<span style=""font-style: italic;""> incana, lasalensis, nigrescens </span>and <span style=""font-style: italic;"">saxatilis</span> (part);</li><li><span style=""font-style: italic;"">Ochotona p. schisticeps</span> (Merriam, 1899) - Sierra Nevada and Great Basin lineage (includes former subspecies <span style=""font-style: italic;"">albata, cinnamomea, fuscipes, jewetti, muiri, schisticeps, sheltoni, taylori</span> and <span style=""font-style: italic;"">tutelata</span>); and&#160;<span style=""font-style: italic;""></span></li><li><span style=""font-style: italic;"">Ochotona p. uinta</span> Hollister, 1912 - Uinta Mountains and Wasatch Range of Central Utah lineage (includes former subspecies <span style=""font-style: italic;"">barnsei, moorei, uinta</span> and <span style=""font-style: italic;"">utahensis</span>).</li></ul>"
41273,Lepus americanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,americanus,,,,,"Erxleben, 1777","<em>Lepus americanus</em> is taxonomically distinct from all North American <em>Lepus</em> and not known to currently hybridize with any species (but for evidence of adaptive historic hybridization with black-tailed jackrabbits see Cheng <em>et al.</em> 2014, Melo-Ferreira <em>et al.</em> 2014, Jones <em>et al</em>. 2018). For the most part, <em>L. americanus</em> is geographically isolated from congeneric species. <br/> <br/> There are currently 15 recognized subspecies: <em>Lepus americanus americanus, L. a. bairdii, L. a. cascadensis, L. a. columbiensis, L. a. dalli, L. a. klamathensis, L. a. oregonus, L. a. pallidus, L. a. phaeonotus, L. a. pineus, L. a. seclusus, L. a. struthopus, L. a. tahoensis, L. a. virginianus</em>, and <em>L. a. washingtonii</em> (Hall 1981)."
41299,Sylvilagus floridanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Sylvilagus,floridanus,,,,,"(J.A. Allen, 1890)","A systematic revision is necessary. According to Hall (1981) there are 24 recognized subspecies: <em>Sylvilagus floridanus alacer, S. f. ammophilus, S. f. aztecus, S. f. chapmani, S. f. chiapensis, S. f. cognatus, S. f. connectens, S. f. costaricensis, S. f. floridanus, S. f. hesperius, S. f. hitchensi, S. f. holzneri, S. f. hondurensis, S. f. llanensis, S. f. mallurus, S. f. mearnsii, S. f. orizabae, S. f. paulsoni, S. f. restrictus, S. f. robustus, S. f. russatus, S. f. similis, S. f. subcinctus</em>, and <em>S. f. yucatanicus</em>. <br/> <br/> Chapman, Hockman and Ojeda (1980) also includes <em>S. f. avius, S. f. continentis, S. f. cumanicus, S. f. margaritae, S. f. nelsoni, S. f. nigronuchalis, S. f. orinoci, S. f. purgatus, S. f. superciliaris</em>, and <em>S. f. valenciae</em>. <br/> <br/> The subspecies <em>S. f. cognatus</em> and <em>S. f. robustus</em> have been designated as independent species (Hoffmann and Smith 2005) since the publication of Hall (1981).</span>"
9561,Gulo gulo,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Gulo,gulo,,,,,"(Linnaeus, 1758)","Some authors (e.g. Hall 1981) have regarded the North American Wolverine as a species,&#160;<em>Gulo luscus</em>, distinct from the Eurasian Wolverine <em>G. gulo</em>. Most recent accounts (Jones <em>et al</em>. 1992, Pasitschniak-Arts and Lariviere 1995, Wozencraft 2005) treat <em>luscus</em> as a subspecies of <em>G. gulo</em>, following Degerbol (1935) and Kurtén and Rausch (1959)."
29674,Mustela erminea,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,erminea,,,,,"Linnaeus, 1758",
41635,Mephitis mephitis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MEPHITIDAE,Mephitis,mephitis,,,,,"(Schreber, 1776)","While many authors have traditionally considered skunks a subfamily (Mephitinae) within Mustelidae, recent molecular evidence indicates that skunks do not lie within the mustelid family and should be recognised as a separate family, Mephitidae (Wozencraft 2005)."
41648,Martes americana,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Martes,americana,,,,,"(Turton, 1806)","Before 1953, two species of marten, <em>Martes americana</em> and <em>Martes caurina</em>, were recognised in North America. Subsequently, these two polytypic forms were found to intergrade in Montana and British Columbia, and they were synonymised under <em>Martes americana</em>, which is now considered to comprise two subspecies-groups (<em>americana</em> and <em>caurina</em>). However, based on genetic data, Hicks and Carr (1997) and McGowan <em>et al.</em> (1999) suggested that the <em>caurina</em> and <em>americana</em> groups may indeed represent two distinct species. Wozencraft (2005) noted that most authorities have regarded <em>caurina</em> and <em>americana</em> as subspecies groups rather than as species."
41654,Mustela frenata,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,frenata,,,,,"Lichtenstein, 1831",
41661,Neovison vison,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Neovison,vison,,,,,"(Schreber, 1777)","Commonly included in <em>Mustela</em>, separated accordingly to Abramov (2000). Cytogenetic and biochemical data support placement of the American Mink and Sea Mink in the genus <em>Neovison</em> rather than in <em>Mustela</em> (Wozencraft 2005)."
41686,Procyon lotor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PROCYONIDAE,Procyon,lotor,,,,,"(Linnaeus, 1758)","Includes the Caribbean introduced populations of <em>gloveralleni</em>,<em> minor</em>,<em> </em>and <em>maynardi</em> after Helgen and Wilson (2003); includes <em>insularis</em> after Helgen and Wilson (2005)."
136797,Spilogale gracilis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MEPHITIDAE,Spilogale,gracilis,,,,,"Merriam, 1890","Based on patterns of mtDNA variation in Mustelidae (sensu lato), Dragoo and Honeycut (1997) recommended that the skunks <em>Mephitis, Conepatus, Spilogale</em>&#160;and the oriental&#160;stink badgers&#160;<em>Mydaus</em>&#160;be separated from&#160;Mustelidae&#160;as a distinct family, Mephitidae.<br/> <br/>This species has been included in <em>S. putorius</em> by some authors (Wozencraft 1993). Mead (1968) argued that <em>S. gracilis</em> and possibly <em>S. leucoparia</em>, both of which were included in <em>S. putorius</em> by Van Gelder (1959) and Hall (1981), are reproductively isolated from eastern populations and therefore should be considered distinct species. Jones <em>et al.</em> (1992), Baker <em>et al</em>. (2003), and Wozencraft (2005) recognised <em>S. gracilis</em> and <em>S. putorius</em> as separate species."
3590,Callorhinus ursinus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Callorhinus,ursinus,,,,,"(Linnaeus, 1758)","The Northern Fur Seal, <em>Callorhinus ursinus</em>, (Linneaeus, 1758) is in the family Otariidae and&#160; is the only extant species within the genus <em>Callorhinus</em>. Although earlier work had suggested that more than a single species or subspecies might exist, the current belief is that there is only the one species (Rice 1998) and genetic studies suggest that they are panmictic (Dickerson <em>et al</em>. 2010). Despite the genetic history that indicates mixing, there are currently two recognized stocks of Northern Fur Seals in North America. The Eastern Pacific stock includes those Fur Seals breeding on the three primary rookeries in Alaska, the Pribilof Islands and Bogoslof Island in the Aleutian chain. The San Miguel stock includes those seals breeding on the Channel Islands and the Farallon Islands of California."
8239,Eumetopias jubatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Eumetopias,jubatus,,,,,"(Schreber, 1776)","In previous IUCN evaluations, Steller Sea Lions have been treated as a single species. The species was listed as two separate stocks (officially called “distinct population segments”) under the US Endangered Species Act (ESA) in 1997 based on the phylogeographic method (Loughlin 1997). Although the strongest evidence for stock separation at the time was the distribution of mtDNA haplotypes across the range, a divergence in population trend was also apparent. Phillips <em>et al.</em> (2009) published a manuscript that argued for subspecies designation for the two stocks based on morphological and genetic studies. The Society for Marine Mammalogy Committee on Taxonomy subsequently recognized two subspecies of <em>Eumetopias jubatus</em>; <em>E. j. jubatus</em> commonly known as the Western Steller Sea Lion, and <em>E. j. monteriensis, </em>commonly known as Loughlin’s Steller Sea Lion (Committee on Taxonomy 2014). The Pinniped Specialists Group has assessed the two subspecies independently. This assessment combines the assessments for the subspecies and reports the status of the entire species."
13581,Mirounga angustirostris,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Mirounga,angustirostris,,,,,"(Gill, 1866)",
17013,Phoca vitulina,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,vitulina,,,,,"Linnaeus, 1758","There are five commonly recognized subspecies of Harbor Seals: <em>Phoca vitulina richardii,</em>&#160;the&#160;Eastern Pacific Harbor Seal;&#160;<em>P. v. stejnegeri</em>, the&#160;Kuril Seal&#160;or Western Pacific Harbor Seal;&#160;<em>P. v. vitulina</em>, the Eastern Atlantic Harbor Seal;&#160;<em>P. v. concolor</em>&#160;the Western Atlantic Harbor Seal;&#160;and&#160;<em>P. v. mellonae</em>, the Ungava Seal or&#160;Seal Lake Seal&#160;(Rice 1998). Berta and Churchill (2011) recognized only one subspecies in the North Pacific (<em>P. v. richardii</em>) and one in the North Atlantic (<em>P. v. vitulina</em>). The IUCN Pinniped Specialist Group believes that pending additional genetics studies, conservation and management of these taxa are best served by following Rice (1998) and maintaining the five subspecies."
41666,Zalophus californianus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Zalophus,californianus,,,,,"(Lesson, 1828)","California Sea Lions were once considered a subspecies of <em>Zalophus californianus</em> (<em>Z. c. californianus</em>) by many authors, but Rice (1998) argued that <em>Z. californianus</em>, <em>Z. japonicus</em>, and <em>Z. wollebaeki</em> are distinct species. Other studies have confirmed the separate species status of <em>Z. japonicus</em> and <em>Z. californianus</em> (Brunner 2004, Sakahira and Niimi 2007) and the separation of <em>Z. californianus</em> and <em>Z. wollebaeki</em> (Wolf <em>et al</em>. 2007)."
23062,Vulpes vulpes,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Vulpes,vulpes,,,,,"(Linnaeus, 1758)","A recent extensive global phylogeny of Red Foxes that included ~1,000 samples from across the species’ range found that Red Foxes originated in the Middle East, then radiated out, and that Red Foxes in North America are genetically distinct and probably merit recognition as a distinct species (<em>Vulpes fulva</em>) (Statham<em> et al. </em>2014)."
44937492,Bombus occidentalis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,occidentalis,,,,,"Greene, 1858","<p>DNA evidence (divergence in COI-barcode sequences) supports&#160;<em>Bombus occidentalis </em>as a valid species, separate from <em>B. terricola </em>(Williams <em>et al.</em> 2012). COI-barcode divergence also suggests that <em>B. occidentalis </em>can be divided into northern (including Alaska, Yukon Territory, and northern British Columbia) and southern (including the western contiguous United States and southern British Columbia) populations, each of which have distinctive haplotype groups (Williams&#160;<em>et al.</em>&#160;2012).&#160;These distinct haplotypes correspond with morphological differences; specifically, shorter pile (hair) has been noted in the southern populations and longer pile in the northern populations (Williams <em>et al. </em>2012; Williams <em>et al. </em>2014). Taxonomic work is in progress to formally distinguish two subspecies of <em>B. occidentalis</em> (C. Sheffield pers. comm. May 2013 in Jepsen and Foltz Jordan 2013).&#160;</p><p><span class=""apple-converted-space""></p>"
44938356,Bombus appositus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,appositus,,,,,"Cresson, 1878","<span class=""datalabel1"">There is what is believed to be a predominantly yellow colour form of this species found near Corvallis and Ashland, Oregon, but so far there have been no molecular assessments of the status of this variation (<a>Williams <em>et al.</em> 2011</a><span class=""datalabel1"">).&#160;  <p>&#160;</p></span>"
192942,Morone saxatilis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MORONIDAE,Morone,saxatilis,,,,,"(Walbaum, 1792)",
2478,Balaenoptera physalus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,,"(Linnaeus, 1758)","<p>The Committee on Taxonomy of the Society for Marine Mammalogy provisionally recognizes three subspecies: the Northern Fin Whale,&#160;<em>Balaenoptera physalus physalus,</em> (Linnaeus, 1758); the Southern Fin Whale,&#160;<em>B. p. quoyi</em> (Fischer, 1829), which is larger than <em>B. p. physalus,</em> and the Pygmy Fin Whale,&#160;<em>B. p. patachonica </em>(Burmeister, 1865), proposed by Clark (2004), which is smaller than <em>B. p. quoyi</em> and has dark baleen (Committee on Taxonomy 2018). However, Archer <em>et al</em>. (2013) proposed on genetic grounds that Fin Whales in the North Atlantic and North Pacific should be considered separate subspecies. There are few records of <em>B. p. patachonica</em> and the type specimen is currently (May 2018) awaiting genetic analysis. In older accounts, the common name Fin Whale, and its equivalent in other languages, tended to be used for any whales of the genus <em>Balaenoptera.</em><br/></p>"
8097,Eschrichtius robustus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,,"(Lilljeborg, 1861)",
9249,Globicephala macrorhynchus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Globicephala,macrorhynchus,,,,,"Gray, 1846","Two forms of Short-finned Pilot Whales (<em>Globicephala macrorhynchus)</em> are found off northern and southern&#160;Japan, differing in external and cranial morphology (Kasuya <em>et al.</em> 1988, Van Cise<em> et al.</em> 2016). Although it has been suggested that these might represent two distinct sub-species (Oremus<em> et al.</em> 2009), evidence has not been marshalled to make this distinction official and no subspecies of Short-finned Pilot Whale are currently recognized (Van Cise<em> et al.</em> 2016, Committee on Taxonomy 2017)."
9461,Grampus griseus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Grampus,griseus,,,,,"(G. Cuvier, 1812)",
11145,Lagenorhynchus obliquidens,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,obliquidens,,,,,"Gill, 1865","<p>The genus <em>Lagenorhynchus</em> is polyphyletic and likely an artificial genus (LeDuc <em>et al</em>. 1999, Harlin-Cognato 2010), and this species is likely to be included eventually in the genus <em>Sagmatias </em>along with<em> L. obliquidens </em>(Pacific White-sided Dolphin) (Vollmer <em>et al</em>. 2018).<br/><br/>Four subspecies of Dusky Dolphin (<em>Lagenorhynchus obliquidens</em>) are currently recognized by the Society for Marine Mammalogy’s Committee on Taxonomy (2018): African Dusky Dolphin <em>L. o. obscurus</em> off southern Africa, Fitzroy’s Dolphin <em>L. o. fitzroyi</em> off eastern South America, Peruvian/Chilean Dusky Dolphin <em>L. o. posidonia</em> off western South America, and the New Zealand Dusky Dolphin (un-named) off New Zealand (Perrin 2002). The populations centered in New Zealand, the west coast of South America, and southwestern Africa are genetically and morphologically distinct (Harlin-Cognato <em>et al.</em> 2007, Cassens <em>et al.</em> 2003, Würsig <em>et al</em>. 1997, Van Waerebeek 1993a,b). Dusky Dolphins also occur around some oceanic island groups (e.g., Tristan da Cunha, Prince Edward, Amsterdam, and St. Paul Islands). The subspecies affinities of these groups are uncertain.</p>"
13006,Megaptera novaeangliae,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Megaptera,novaeangliae,,,,,"(Borowski, 1781)","The Committee on Taxonomy of the Society for Marine Mammalogy recognizes three subspecies of Humpback Whale: the nominate subspecies <em>M. n. novaeangliae </em>(Borowski, 1781) refers to the North Atlantic Humpback Whale; <em>M. n. australis</em> (Lesson, 1828) is the Southern (Hemisphere) Humpback Whale; and<em> M. n. kuzira </em>(Gray, 1850) is the North Pacific Humpback Whale (Committee on Taxonomy 2017). This is based on the finding that Humpback Whales in the three ocean basins, although not separate clades, appear to be on diverging genetic trajectories (Jackson <em>et al.</em> 2014). The Arabian Sea contains a genetically isolated population of Humpback Whales (Pomilla <em>et al.</em> 2014), which is also assessed on the Red List separately as a subpopulation (Minton <em>et al. </em>2008)."
15421,Orcinus orca,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Orcinus,orca,,,,,"(Linnaeus, 1758)","<p>This taxonomic unit is treated as a single species even though there is extensive and growing evidence that it is, in fact, a complex of multiple forms with morphological, genetic, ecological, and behavioural differences that merit subspecies if not also species designations. At the time of writing (June 2017), the Committee on Taxonomy of the Society for Marine Mammalogy (<a href=""https://www.marinemammalscience.org/species-information/list-marine-mammal-species-subspecies/"">www.marinemammalscience.org/species-information/list-marine-mammal-species-subspecies</a>), which is generally regarded as the authority for marine mammal taxonomy, recognized a single killer whale species, <em>Orcinus orca </em>(Linnaeus, 1758), and two unnamed subspecies in the eastern North Pacific, the ENP resident killer whale (<em>O. o. </em>un-named subsp.) and the ENP transient killer whale (<em>O. o. </em>un-named subsp.) also known as Bigg’s killer whale. The Committee noted, however, “Other forms of killer whales in the North Pacific, North Atlantic and Antarctic [Southern] Ocean may warrant recognition as separate subspecies or even species, but the taxonomy has not yet been fully clarified or agreed (Morin <em>et al.</em> 2010; Foote<em> et al.</em> 2009, 2013).” One population (a “distinct population segment”) of the ENP resident subspecies (the “southern resident” population) was listed as Endangered under the Canadian Species at Risk Act in 2003 and the U.S. Endangered Species Act in 2005.</p>"
17032,Phocoenoides dalli,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoenoides,dalli,,,,,"(True, 1885)","The Dall’s Porpoise (<em>Phocoenoides dalli</em>) includes animals of two main color morphs: <em>dalli</em>-type and <em>truei</em>-type (Escorza Trevino and Dizon 2000), which are currently recognized by the Committee on Taxonomy of the Society for Marine Mammalogy as subspecies: <em>Phocoenoides dalli dalli</em> and <em>P. d. truei</em> (Rice 1998, Jefferson 2018; Committee on Taxonomy 2017)."
20731,Stenella coeruleoalba,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,coeruleoalba,,,,,"(Meyen, 1833)","Recent genetic work suggests that the genus <em>Stenella</em> is paraphyletic, and it is likely that the Delphininae will be restructured in coming years (LeDuc <em>et al</em>. 1999, Perrin <em>et al.</em> 2013). Morphological and genetic studies strongly suggest that the Mediterranean and eastern North Atlantic Striped Dolphin populations are isolated from each other, with little or no gene flow across the Strait of Gibraltar (Calzada and Aguilar 1995, García-Martínez <em>et al</em>. 1995, Archer 1997, Gaspari 2004). No subspecies are recognized."
50631663,Prunus pensylvanica,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,pensylvanica,,,,,L.f.,"<em>Prunus pensylvanica</em> L.f. has been used as graftstock for breeding Sour Cherry <em>P. cerasus</em> L. (USDA, ARS, National Genetic Resource Program 2013)."
12521,Lynx rufus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,rufus,,,,,"(Schreber, 1777)",Taxonomy is currently under review by the IUCN SSC Cat Specialist Group (2014). Placed in <em>Lynx</em> according to genetic analysis (Johnson <em>et al.</em> 2006).
50136459,Prunus emarginata,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,emarginata,,,,,(Douglas) Eaton,"<em>Prunus emarginata</em> (Douglas) Eaton belongs to the secondary Gene Pool of Sweet Cherry <em>P. avium</em> (L.) L. (USDA, ARS, National Genetic Resources Program 2013)."
3179,Anaxyrus boreas,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Anaxyrus,boreas,,,,,"(Baird &amp; Girard, 1852)",
58565,Lithobates catesbeianus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,catesbeianus,,,,,"(Shaw, 1802)",
59057,Ambystoma gracile,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,gracile,,,,,"(Baird, 1857)",
59063,Ambystoma macrodactylum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,macrodactylum,,,,,"(Baird, 1850)",
8951,Gasterosteus aculeatus,ANIMALIA,CHORDATA,GASTEROSTEIFORMES,ACTINOPTERYGII,GASTEROSTEIDAE,Gasterosteus,aculeatus,,,,,"Linnaeus, 1758",
58521185,Boletopsis grisea,FUNGI,BASIDIOMYCOTA,THELEPHORALES,AGARICOMYCETES,BANKERACEAE,Boletopsis,grisea,,,,,(Peck) Bondartsev &amp; Singer,"A very similar species, <em>Boletopsis watlingii</em> (=&#160;<em>B. perplexa</em>) was only described in 2006 (Watling and Milne 2006).<br/><br/>In this assessment we treat&#160;<em>Boletopsis grisea</em> as a complex consisting of at least two genetically different taxa (<em>Boletopsis grisea</em> and <em>B.&#160;</em><em>watlingii</em>&#160;). Their morphologies are very similar and difficult to differentiate in the field."
189047,Pisidium variabile,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,variabile,,,,,"Prime, 1852","The species has been placed in the family Sphaeriidae, although some authors regard the&#160;<em>Pisidium</em>&#160;as worthy of listing as a distinct family Pisiidae; traditionally, however, it is still placed as a subfamily of the Sphaeriidae."
189214,Pisidium ventricosum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,ventricosum,,,,,"Prime, 1851","The species has been placed in the family Sphaeriidae, although some authors regard the&#160;<em>Pisidium</em>&#160;as worthy of listing as a distinct family Pisiidae; traditionally, however, it is still placed as a subfamily of the Sphaeriidae."
189364,Pisidium insigne,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,insigne,,,,,"Gabb, 1868","The species has been placed in the family Sphaeriidae, although some authors regard the&#160;<em>Pisidium</em>&#160;as worthy of listing as a distinct family Pisiidae; traditionally, however, it is still placed as a subfamily of the Sphaeriidae."
189450,Pisidium ferrugineum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,ferrugineum,,,,,"Prime, 1851",
189490,Pisidium idahoense,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,idahoense,,,,,"Roper, 1890","The species has been placed in the family Sphaeriidae, although some authors regard the&#160;<em>Pisidium</em>&#160;as worthy of listing as a distinct family Pisiidae; traditionally, however, it is still placed as a subfamily of the Sphaeriidae."
18123632,Anotopterus pharao,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,ANOTOPTERIDAE,Anotopterus,pharao,,,,,"Zugmayer, 1911",
18252612,Cyclothone acclinidens,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,GONOSTOMATIDAE,Cyclothone,acclinidens,,,,,"Garman, 1899",
18125776,Coryphaenoides armatus,ANIMALIA,CHORDATA,GADIFORMES,ACTINOPTERYGII,MACROURIDAE,Coryphaenoides,armatus,,,,,"(Hector, 1875)",
60477122,Melamphaes longivelis,ANIMALIA,CHORDATA,STEPHANOBERYCIFORMES,ACTINOPTERYGII,MELAMPHAIDAE,Melamphaes,longivelis,,,,,"Parr, 1933",
190214,Nemichthys scolopaceus,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,NEMICHTHYIDAE,Nemichthys,scolopaceus,,,,,"Richardson, 1848",
58578,Lithobates clamitans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,clamitans,,,,,"(Latreille, 1801)",
59971,Pantala flavescens,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Pantala,flavescens,,,,,"(Fabricius, 1798)",
167871,Hydrilla verticillata,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Hydrilla,verticillata,,,,,(L.f.) Royle,"Hydrilla stems are slender, branched and up to 25 feet long. Hydrilla 's small leaves are strap-like and pointed. They grow in whorls or four to eight around the stem. The leaf margins are distinctly saw-toothed. It produces tiny white flowers on long stalks."
164223,Juncus effusus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,effusus,,,,,L.,"<em>J.&#160;effusus</em> hybridises with <em>J.&#160;inflexus</em> L. (<em>Juncus</em> ×<em>diffusus</em> Hoppe) but the hybrid is not abundant and is unlikely to influence interpretation of the distribution of the species. Two varieties are widely recognised but there is little information on differences in their distribution or ecology, for example the apparent differences shown by Tela Botanica show that recording to varietal level is inconsistent, while Preston <span style=""font-style: italic;"">et al.</span> (2002) do not map the different subspecies even though they are widely recorded in the UK.<br/><br/>Brooks and Clemants (2000) in Flora of North America vol. 22 say ""The <em>Juncus effusus</em> complex has been variously recognized as containing several species or a single species with numerous infraspecific taxa. Unfortunately, North American treatments have dealt primarily with taxa in either the eastern or western portions of the continent. In considering the continent as a whole, little sense can be made of these treatments. The North American <span style=""font-style: italic;"">J. effusus</span> complex is one that is in obvious need of modern systematic scrutiny."""
66639255,Musculium partumeium,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Musculium,partumeium,,,,,"(Say, 1822)","This species is considered by some to be in the genus <em>Sphaerium</em>, as they treat <em>Musculium</em> as a subgenus."
